Title|Bechdel
Funky Forest: The First Contact|True
Gekijoban XXXHolic Manatsu no yoru no yume|True
Gespenster|True
Good Night, and Good Luck.|False
Grey's Anatomy|False
Happy Endings|True
Hard Candy|True
Harry Potter and the Goblet of Fire|False
Hate Crime|False
Herbie Fully Loaded|True
Hide and Seek|True
Hitch|False
The Hitchhiker's Guide to the Galaxy|False
Hoodwinked!|True
Hostel|False
House of the Dead 2|True
House of Wax|False
Hustle & Flow|True
Ice Princess|True
Imagine Me &amp; You|True
In Her Shoes|True
Into Great Silence|False
The Island|True
Isolation|False
The Jacket|False
Jarhead|False
Joyeux Noël|False
Junebug|True
Just Like Heaven|True
Just Sex and Nothing Else|False
Keeping Mum|True
Kids in America|True
King Kong|False
Kingdom of Heaven|False
Kinky Boots|True
Kiss Kiss Bang Bang|False
Kronk's New Groove|True
L'empire des loups|True
Last Order: Final Fantasy VII|False
Le couperet|True
The Legend of Zorro|False
Legion of the Dead|True
Linda Linda Linda|True
Little Einsteins|False
Little Fish|True
Little Manhattan|True
The Longest Yard|False
Lord of War|False
Lords of Dogtown|False
Madagascar|False
Man of the House|True
Match Point|True
Me and You and Everyone We Know|True
Memoirs of a Geisha|True
MirrorMask|True
Miss Congeniality 2: Armed & Fabulous|True
Monster-in-Law|False
Mortuary|True
The Mostly Unfabulous Social Life of Ethan Green|True
Mr. & Mrs. Smith|False
Mrs Palfrey at The Claremont|True
Munich|False
The Muppets' Wizard of Oz|True
Must Love Dogs|False
Nana|True
The New World|True
Nine Lives|True
North Country|True
Oliver Twist|False
The Pacifier|True
Paradise Now|False
The Perfect Man|True
The Pleasure Drivers|True
Pride and Prejudice|True
The Prize Winner of Defiance, Ohio|True
The Producers|False
Proof|True
The Proposition|False
The Quiet|True
Red Eye|True
Rent|True
The Ring Two|True
Rinne|True
Robots|False
Rofuto|True
Romance & Cigarettes|True
Rumor Has It...|True
Saw II|True
Say Uncle|False
Separate Lies|False
Shopgirl|False
Sin City|True
Single White Female 2: The Psycho|True
The Sisterhood of the Traveling Pants|True
Sisters in Law|True
The Skeleton Key|True
Sky High|True
Son of the Mask|False
Sophie Scholl - Die letzten Tage|True
The Squid and the Whale|False
Star Wars: Episode III - Revenge of the Sith|False
Star Wars: Revelations|True
Stay|False
Stealth|False
Strangers with Candy|True
The Sun|False
Sweet Land|True
Swimmers|True
Thank You for Smoking|False
The Three Burials of Melquiades Estrada|True
Tickets|False
Tideland|True
Tjenare kungen|True
Transamerica|True
Transporter 2|False
Tristram Shandy: A Cock and Bull Story|False
Turtles Are Surprisingly Fast Swimmers|True
Twelve and Holding|True
Twitches|False
Urban Legends: Bloody Mary|True
V for Vendetta|True
Valiant|False
Vampire Bats|True
The Violin|False
Waiting...|True
Walk the Line|True
War of the Worlds|True
Water|True
Wedding Crashers|True
The Wedding Date|True
West Bank Story|False
Where the Truth Lies|True
White Noise|False
Wild Things: Diamonds in the Rough|True
Wolf Creek|True
Yours, Mine and Ours|True
Zathura: A Space Adventure|False
13 Going on 30|True
2046|True
3-Iron|False
50 First Dates|False
9 Songs|False
A Christmas Carol: The Musical|False
A Cinderella Story|True
A Dirty Shame|True
A Good Woman|True
A Home at the End of The World|True
A Love Song for Bobby Long|True
A Separate Peace|False
A Very Long Engagement|True
Ae Fond Kiss...|False
After the Sunset|True
Alexander|False
All the Ships at Sea|True
Anchorman: The Legend of Ron Burgundy|True
Appleseed|True
Around the World in 80 Days|False
The Assassination of Richard Nixon|False
The Aviator|False
AVP: Alien vs. Predator|True
Banlieue 13|False
Barbie as the Princess and the Pauper|True
Before Sunset|False
Before the Fall|False
Being Julia|True
Bionicle 2: Legends of Metru Nui|False
Blade: Trinity|True
Blessed|True
Born Into Brothels: Calcutta's Red Light Kids|True
The Bourne Supremacy|False
Bratz the Video: Starrin' & Stylin'|True
Bride and Prejudice|True
Bridget Jones: The Edge of Reason|True
Bring It on Again|True
The Butterfly Effect|False
Caribe|True
Catwoman|True
Cellular|True
Christmas with the Kranks|True
The Chronicles of Riddick|False
Closer|True
Collateral|False
Connie and Carla|True
Corpses|True
Crash|True
Crimes of Fashion|True
Cube Zero|True
D.E.B.S.|True
Dawn of the Dead|False
The Day After Tomorrow|True
Dead Man's Shoes|False
Dear Frankie|True
Der Untergang (Downfall)|True
Dirty Dancing: Havana Nights|True
Dodgeball: A True Underdog Story|True
The Door in the Floor|False
Double Dare|True
Duck Season|False
The Edukators|True
Ella Enchanted|True
Eternal Sunshine of the Spotless Mind|False
Eulogy|True
The Final Cut|False
Finding Neverland|True
Flight of the Phoenix|False
Garden State|True
Ghost Cat|True
Ginger Snaps 2: Unleashed|True
Gladiatress|True
The Grudge|True
Hana and Alice|True
Harold and Kumar Go to White Castle|True
Harry Potter and the Prisoner of  Azkaban|True
Hauru no ugoku shiro (Howl's Moving Castle)|True
He Was Cool (Geunomeun meoshiteotda)|True
Head-On|True
Hellboy|False
The Holy Girl|True
Home on the Range|True
Hotel|True
House of D|False
House of Voices (Saint Ange)|True
I Heart Huckabees|True
I, Robot|False
Immortal (Ad Vitam)|True
In Good Company|False
In my country|True
In Search of Santa|True
The Incredibles|True
Iron Jawed Angels|True
Jennifer's Shadow|True
Jersey Girl|False
Kill Bill: Vol. 2|True
Kinsey|True
Kung Fu Hustle|False
Ladies in Lavender|True
Layer Cake|False
Lemony Snicket's A Series of Unfortunate Events|True
The Librarian: Quest for the Spear|True
The Life Aquatic with Steve Zissou|False
The Lion King 1 1/2|False
The Machinist|False
Magyar vandor|False
Mango Kiss|True
Maria Full of Grace|True
Mean Girls|True
Meet the Fockers|True
Mickey, Donald, Goofy: The Three Musketeers|False
Million Dollar Baby|True
Mindhunters|False
Miracle|False
Mulan II|True
MXP: Most Extreme Primate|False
My Summer of Love|True
Mysterious Skin|False
Napoleon Dynamite|False
Naruto the Movie: Ninja Clash in the Land of Snow|True
National Treasure|False
Nemmeno il destino|False
New York Minute|False
Nina|True
Nochnoy dozor (Night Watch)|False
North and South|True
The Notebook|True
Notre musique|False
Ocean's Twelve|False
One Point O|False
Or|True
Palindromes|False
The Passion of the Christ|True
The Perfect Score|True
The Phantom of the Opera|False
The Place Promised in Our Early Days|False
The Polar Express|False
Primer|False
The Prince and Me|False
The Princess Diaries 2: Royal Engagement|True
Puppet Master vs Demonic Toys|True
Raise Your Voice|True
Raising Helen|True
Ray|True
Resident Evil: Apocalypse|True
Romasanta|False
Saved!|True
Saw|False
Say Yes Quickly|True
Scooby Doo 2: Monsters Unleashed|True
The Sea Inside|True
Secret Window|False
Shark Tale|False
Shaun of the Dead|True
She Hate Me|False
Shimotsuma monogatari (Kamikaze Girls)|True
Shrek 2|True
Shutter|False
Sideways|True
Sky Captain and the World of Tomorrow|True
Sleepover|True
Spanglish|True
Speak|True
Spider-Man 2|False
The Spirit of Jeet Kune Do|False
The SpongeBob SquarePants Movie|True
Stage Beauty|False
The Stepford Wives|True
Stop Mom Theresa!|False
Stuck in the Suburbs|True
Swades|True
Taking Lives|False
Tales From The Crapper|True
Team America: World Police|False
Terkel i knibe|False
The Terminal|False
They Came Back|True
The Third Society|False
Three... Extremes|True
Tropical Malady|False
Troy|False
Van Helsing|True
Veer-Zaara|True
Vera Drake|True
The Village|True
White Chicks|True
The Whole Ten Yards|False
Wimbledon|True
With Blood on My Hands: Pusher II|True
Without a Paddle|True
Yu-Gi-Oh!: The Movie|False
2 Fast 2 Furious|False
21 grams|True
2LDK|True
A Tale of Two Sisters|True
An Unexpected Love|True
Angels in America|True
Anger Management|False
Après Vous|True
April's Shower|True
Bad Santa|False
The Barbarian Invasions|True
Barbie of Swan Lake|True
Basic|True
The Best of Youth|True
Big Fish|False
The Blind Swordsman: Zatoichi|False
Bon voyage|True
Brother Bear|False
Bruce Almighty|True
Bu san|False
Calendar Girls|True
Camp|True
Casa de los babys|True
Charlie's Angels: Full Throttle|True
Cheaper by the Dozen|False
The Cheetah Girls|True
Coffee and Cigarettes|True
Cold Mountain|True
The Core|True
Cradle 2 the Grave|False
Daddy Day Care|True
Daredevil|False
Darkness Falls|False
De grønne slagtere ('Green Butchers')|False
Dead Like Me|True
Dies irae|False
Distant Lights (Lichter)|True
Dogville|True
Down With Love|True
Dreamcatcher|False
The Dreamers|False
Elephant|True
Elf|False
Evil|False
Fear X|False
Final Destination 2|True
Finding Nemo|False
The Five Obstructions|False
The Forest for the Trees|True
Freaky Friday|True
Freddy vs. Jason|True
Girl with a Pearl Earring|True
Girls Will Be Girls|True
Goodbye Lenin!|True
Gothika|True
Heung joh chow heung yau chow (Turn Left, Turn Right)|True
High Roller: The Stu Ungar Story|True
High Tension|True
Holes|False
Hollywood Homicide|False
Hot Wheels: World Race Highway 35|False
House of 1000 Corpses|True
House of Sand and Fog|True
House of the Dead|False
How to Lose a Guy in 10 Days|True
Hulk|False
I Capture the Castle|True
I'm Not Scared|True
Identity|False
In the Cut|True
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem|False
Intolerable Cruelty|True
It's Better to Be Wanted for Murder Than Not to Be Wanted at All|False
The Italian Job|False
Jeepers Creepers II|True
Johnny English|False
Ju-on 2|False
The Jungle Book 2|False
Kangaroo Jack|False
Kill Bill: Vol. 1|True
Kontroll|False
Lara Croft Tomb Raider: The Cradle of Life|True
The Last Samurai|False
Le divorce|True
The League of Extraordinary Gentlemen|False
Legally Blonde 2: Red, White & Blonde|True
Les triplettes de Belleville|True
The Lizzie McGuire Movie|True
The Lord of the Rings: The Return of the King|False
Lost In Translation|True
Love Actually|True
Love Me If You Dare|False
Malibu Spring Break|True
The Man Who Copied|False
Master and Commander: The Far Side of the World|False
The Matrix Reloaded|True
The Matrix Revolutions|True
Memories of Murder|True
The Missing|True
Moi et mon blanc|False
Mona Lisa Smile|True
Monster|True
The Mother|True
My Boss's Daughter|True
My Life Without Me|True
Mystic River|True
Nathalie...|True
Nothing|False
Off the Map|True
Old School|False
Once Upon a Time in Mexico|False
Ong-bak|False
Open Water|False
Owning Mahowny|False
Peter Pan|True
Pirates of the Caribbean: The Curse of the Black Pearl|True
Prey for Rock & Roll|True
Rats|True
The Recruit|False
Right on Track|True
Robot Stories|True
The Room|True
Rugrats Go Wild|True
Runaway Jury|False
S.W.A.T.|True
Scary Godmother: Halloween Spooktakular|True
Scary Movie 3|True
The School of Rock|True
Secondhand Lions|False
Shanghai Knights|False
Shattered Glass|False
Sinbad: Legend of the Seven Seas|False
Soldier's Girl|True
Something's Gotta Give|True
Spring, Summer, Fall, Winter... and Spring|False
Spy Kids 3-D: Game Over|True
Stara basn. Kiedy slonce bylo bogiem (An Ancient Tale: When the Sun was God)|False
The Station Agent|True
Stupeur et Tremblements|True
Sunset Story|True
Swimming Pool|True
Terminator 3: Rise of the Machines|True
Thirteen|True
Time of the Wolf|False
Timeline|False
Tokyo Godfathers|True
Tough Luck|False
Undead|True
Under the Tuscan Sun|True
Underworld|True
Uptown Girls|True
View from the Top|True
Voices of a Distant Star|False
What a Girl Wants|False
Wrong Turn|True
X2 (X-Men 2)|True
24 Hour Party People|False
25th Hour|False
28 Days Later...|True
8 femmes|True
8 Mile|False
A hidember|False
A la folie... pas du tout|True
A mi madre le gustan las mujeres|True
A Walk to Remember|True
About a Boy|False
About Schmidt|False
Adaptation|True
The Adventures of Pluto Nash|False
All or Nothing|True
Amandla! A Revolution in Four Part Harmony|True
Amen.|False
Antwone Fisher|False
Armitage: Dual Matrix|False
Asterix & Obelix: Mission Cleopatra (Astérix et Obélix: Mission Cléopâtre)|True
Austin Powers in Goldmember|False
Bang Bang You're Dead|False
The Banger Sisters|True
Barbie as Rapunzel|False
Below|False
Bend It Like Beckham|True
Big Girls Don't Cry|True
Blade II|False
Blue Crush|True
The Bourne Identity|False
Cabin Fever|True
Cadet Kelly|True
Catch Me If You Can|False
Charlotte Sometimes|False
Cheats|True
Chicago|True
City of God|False
The Coast Guard|False
Confessions of a Dangerous Mind|False
Crossroads|True
Cube2: Hypercube|True
Cypher|False
The Dangerous Lives of Altar Boys|False
Dark Water (Honogurai mizu no soko kara)|True
Death to Smoochy|False
demonlover|True
Devdas|True
Die Another Day|False
Dirty Pretty Things|True
Divine Secrets of the Ya-Ya Sisterhood|True
Dog Soldiers|False
Dracula: Pages from a Virgin's Diary|False
Dragonfly|False
Drumline|False
El bonaerense|False
Embrassez qui vous voudrez|True
Equilibrium|False
Far from Heaven|True
Femme Fatale|True
Frida|False
Friday After Next|False
Froid comme l'été (Cold as Summer)|True
Funny Ha Ha|True
Gangs of New York|False
Gerry|False
Ghost Ship|True
The Good Girl|True
Hable con ella [Talk to Her]|True
Harry Potter and the Chamber of Secrets|True
High Crimes|True
Home Room|True
The Hot Chick|True
The Hours|True
The Hunchback of  Notre Dame II|False
I Spy|False
I'm with Lucy|False
Ice Age|False
Igby Goes Down|False
The Importance of Being Earnest|True
Infernal Affairs|False
Insomnia|False
Intimate Stories|True
Irreversible|False
Is It College Yet?|True
Ju-on: The Grudge|True
K-19: The Widowmaker|False
Life or Something Like It|True
Lilo and Stitch|True
Lilya 4-Ever|True
Loenatik - De moevie|True
The Lord of the Rings: The Two Towers|True
Los lunes al sol|False
Low-Flying Aircraft|True
The Magdalene Sisters|True
Maggie and Annie|True
Maid in Manhattan|True
Marion Bridge|True
The Master of Disguise|False
May|True
Men in Black II|False
Minority Report|False
Moonlight Mile|True
Morvern Callar|True
The Mothman Prophecies|False
Mr Deeds|False
My Big Fat Greek Wedding|True
Naqoyqatsi|False
Neko no ongaeshi (The cat returns)|True
No Night Is Too Long|False
One Hour Photo|False
Panic Room|True
Phone Booth|False
The Pianist|False
The Powerpuff Girls|True
Punch-Drunk Love|False
Queen of the Damned|True
The Quiet American|False
Rabbit-Proof Fence|True
The Rats|True
Real Women Have Curves|True
Red Dragon|False
Reign of Fire|False
Resident Evil|True
The Ring|True
Ripley's Game|False
Road to Perdition|False
Rose Red|True
The Rules of Attraction|True
S1m0ne|True
The Santa Clause 2|False
Scooby-Doo|True
The Scorpion King|False
Secretary|True
Signs|False
Slap Her, She's French!|True
Snow Dogs|False
Solaris|False
Spider|False
Spider-Man|False
Spirit: Stallion of the Cimarron|False
Spun|True
Spy Kids 2: Island of Lost Dreams|True
Star Trek: Nemesis|False
Star Wars: Episode II - Attack of the Clones|True
Sweet Home Alabama|True
Sweet Sixteen|False
The Sweetest Thing|True
Sympathy for Mr. Vengeance|True
Tan de repente|True
Teknolust|True
Ten|True
They|True
Time Changer|False
Tipping the Velvet|True
Tomie: Saishuu-sho - kindan no kajitsu|True
The Transporter|False
Treasure Planet|True
Tuck Everlasting|True
The Tuxedo|False
The Twilight Samurai|True
Two Weeks Notice|True
Undercover Brother|True
Unfaithful|True
The Vagina Monologues|False
Valami Amerika|False
Waking Up in Reno|True
We Were Soldiers|True
Whale Rider|True
White Oleander|True
Wilbur Wants to Kill Himself|True
The Wild Thornberrys Movie|True
Windtalkers|False
WiseGirls|True
xXx|False
Ying xiong (Hero)|True
Yossi & Jagger|False
The 51st State|False
A Beautiful Mind|False
A Knight's Tale|False
Along Came A Spider|True
Amazons and Gladiators|True
Amelie|True
American Outlaws|False
American Pie 2|True
Antitrust|False
Arachnid|True
Arite hime/Princess Arete|True
Artificial Intelligence: AI|False
The Atlantis Conspiracy|True
Atlantis: The Lost Empire|False
Band of Brothers|False
Baran|False
Barbie in the Nutcracker|True
Behind Enemy Lines|False
Belphegor, Phantom of the Louvre (Belphegor - Le fantome du Louvre)|True
Black Hawk Down|False
Blow|False
The Breed|False
Bridget Jones's Diary|True
Brotherhood of the Wolf|False
Caos|True
Charlotte Gray|True
Chori Chori Chupke Chupke|False
Cowboy Bebop: The Movie|True
The Curse of the Jade Scorpion|True
Dagon|True
Don't Say A Word|True
Donnie Darko|True
Dr. Dolittle 2|True
El Espinazo del Diablo|False
Elvira's Haunted Hills|True
Epoch|False
Escanaba in da Moonlight|False
The Fast and the Furious|True
Fat Girl|True
Finder's Fee|False
Freddy Got Fingered|False
From Hell|True
Ghost World|True
Ghosts of Mars|True
The Glass House|True
Glitter|True
Go|False
God Is Great and I'm Not|False
Gosford Park|True
Goyangileul butaghae (Take Care of My Cat)|True
Gypsy 83|True
Harry Potter and the Sorcerer's Stone|True
He Died with a Felafel in His Hand|True
Heartbreakers|True
Hedwig and the Angry Inch|True
Heist|True
The Hidden Half (Nimeh-ye penhan)|True
High Heels and Low Lifes|True
Hitched|True
How High|False
Human Nature|True
Hundstage|True
I Am Sam|True
Impostor|False
In the Bedroom|True
In the Time of the Butterflies|True
Jason X|True
Jay and Silent Bob Strike Back|True
Jeepers Creepers|True
Jimmy Neutron: Boy Genius|True
Josie and the Pussycats|True
Jump Tomorrow|True
Jurassic Park III|False
K-PAX|False
Kabhi Khushi Kabhie Gham...|True
Kairo|True
Kate & Leopold|False
Kiss of the Dragon|False
Kissing Jessica Stein|True
L'uomo in più|False
L.I.E.|False
la ciénaga|True
La fille de Keltoum|True
Lagaan - Once Upon a Time in India|True
Lara Croft: Tomb Raider|False
Late Marriage|False
Le fate ignoranti|True
Legally Blonde|True
The Legend of Suriyothai|True
The Lord of the Rings: The Fellowship of the Ring|False
Lost and Delirious|True
Lovely and Amazing|True
Lucky Girl (a.k.a. My Daughter's Secret Life)|True
The Majestic|False
Manic|True
Me Without You|True
The Mexican|False
Millennium Actress|False
Miss Minoes (a.k.a Undercover Kitty)|True
The Mists of Avalon|True
Monkeybone|True
Monsoon Wedding|True
Monster's Ball|False
Monsters, Inc.|False
Mostly Martha|True
Moszkva ter|False
Moulin Rouge!|True
Mulholland Dr.|True
The Mummy Returns|True
The Mystic Masseur|False
The Navigators|False
Not Another Teen Movie|True
Nowhere in Africa|True
Ocean's Eleven|False
The One|False
Original Sin|False
Osmosis Jones|True
The Others|True
Pearl Harbor|False
The Piano Teacher|True
Planet of the Apes|False
The Princess Diaries|True
Rat Race|True
Read My Lips|True
Recess: School's Out|True
Riding in Cars with Boys|True
The Royal Tenenbaums|True
Rush Hour 2|False
Save the Last Dance|True
Scary Movie 2|True
The Score|False
Serendipity|True
Shallow Hal|True
Shaolin Soccer|False
Shrek|False
Sister Mary Explains it All|True
Slashers|True
Someone Like You...|True
Spirited Away|True
Spy Kids|True
Stranded|True
Sugar & Spice|True
Suicide Club|True
Super Troopers|False
Sweet November|False
Swordfish|False
Tanguy|False
Thir13en Ghosts|False
Tomie: Re-birth|True
Training Day|False
Tremors 3: Back to Perfection|True
Valentine|False
Vanilla Sky|False
Volcano High|True
Waiting For Godot|False
Waking Life|True
War Bride|True
The Wedding Planner|True
Wet Hot American Summer|True
What Makes a Family|True
Wiedźmin (The Hexer)|True
Wit|True
Y tu mama tambien|False
Yes, But...|True
Zaion: I Wish You Were Here|True
Zoolander|True
102 Dalmatians|True
28 Days|True
The 6th Day|True
A Good Baby|True
Almost Famous|True
Alvin and the Chipmunks Meet the Wolfman|True
American Psycho|False
Amores Perros|False
An Extremely Goofy Movie|False
Autumn in New York|False
Baise-Moi|True
Bamboozlee|False
Batman Beyond: Return of the Joker|True
Battle Royale|True
The Beach|False
Best in Show|True
Billy Elliot|True
Bless the Child|False
Blinkende lygter ('Flickering Lights')|False
Blue's Big Musical Movie|True
Boiler Room|False
Bounce|False
Bread and Roses|True
Bring It On|True
Cast Away|False
Cecil B. Demented|True
The Cell|False
Center Stage|True
Cherry Falls|True
Chicken Run|True
Chocolat|True
Coyote Ugly|True
Dancer in the Dark|True
Dancing at the Blue Iguana|True
Dark Days|False
Dinner Rush|True
Dinosaur|True
The Dish|True
Dragonheart: A New Beginning|False
Dude, Where's My Car|False
Dune|True
Eeny Meeny|True
The Emperor's New Groove|True
Erin Brockovich|True
Fa yeung nin wa (In the Mood for Love)|True
The Family Man|True
Final Destination|False
Finding Forrester|False
Ginger Snaps|True
Girlfight|True
Gladiator|False
The Gleaners and I|True
Gone in Sixty Seconds|False
Greenfingers|True
Gundam Wing: The Movie - Endless Waltz|True
Hanging Up|True
Hellraiser: Inferno|False
High Fidelity|False
Hollow Man|True
How the Grinch Stole Christmas|True
If These Walls Could Talk 2|True
Is It Fall Yet|True
The Isle|False
Italian for Beginners|True
J.S.A.: Joint Security Area|False
Joseph: King of Dreams|True
Ju-on|True
Juste une question d'amour|False
Kao (Face)|True
Kevin & Perry Go Large|True
La comunidad|True
La fidelite|True
Leprechaun in the Hood|False
Life-Size|True
The Little Mermaid 2: Return to the Sea|True
Little Nicky|False
Love & Basketball|True
Mad About Mambo|False
Malèna|True
The Man Who Cried|True
Meet the Parents|False
Memento|False
Men of Honor|False
Miss Congeniality|True
Mission to Mars|False
Mission: Impossible II|False
Mr. Accident|True
Next Friday|False
O Brother, Where Art Thou?|False
Ordinary Decent Criminal|False
The Patriot|True
Pay it Foward|True
Picture Claire|True
Pitch Black|True
Pokemon: The Movie 2000|True
Red Planet|False
Remember the Titans|True
Requiem for a Dream|True
Return to Me|True
Ring 0: Birthday (Ringu 0: Bâsudei)|True
The Road to El Dorado|False
Romeo Must Die|False
Roozi ke zan shodam|True
Rugrats in Paris:|True
Sakuya: yokaiden|True
Santa who?|False
Saving Grace|True
Scary Movie|True
Scream 3|True
Sexy Beast|False
Shanghai Noon|False
Snatch.|False
Some Voices|False
Something Between Us|True
Songcatcher|True
Sordid Lives|True
Space Cowboys|False
Spacked out|False
Spiral|True
Supernova|True
Tadpole|False
Terrifier|True
Thirteen days|False
The Tigger Movie|False
Titan A.E.|True
Titanic - La leggenda continua|True
Together|True
Tomie: Replay|True
Traffic|True
Unbreakable|False
Urbania|False
Vertical Limit|False
The Way of the Gun|False
What Lies Beneath|True
What Women Want|False
What's Cooking?|True
Where the Heart Is|True
The Whole Nine Yards|True
Wo hu cang long (Crouching Tiger, Hidden Dragon)|True
Wonder Boys|False
X-Men|False
10 Things I Hate About You|True
The 13th Warrior|False
200 Cigarettes|True
The 4th Floor|True
6ixtynin9|True
8MM|False
A Midsummer Night's Dream|False
A Walk on the Moon|True
Aimee & Jaguar|True
American Beauty|True
American Pie|False
Analyze This|False
Anna and the King|True
Anywhere But Here|True
Aristocrats|True
Asterix and Obelix vs. Caesar|False
Audition|False
Austin Powers: The Spy Who Shagged Me|False
Beau travail|True
Beautiful People|False
Being John Malkovich|True
Better Than Chocolate|True
Bicentennial Man|True
The Big Kahuna|False
Black and White|True
The Blair Witch Project|True
Blast from the Past|True
Blue Streak|False
The Boondock Saints|False
Bowfinger|True
Boys Don't Cry|True
Brokedown Palace|True
But I'm a Cheerleader|True
Carrie 2: The Rage|True
The Cider House Rules|True
Cruel Intentions|True
The Deep End of the Ocean|False
Deuce Bigalow: Male Gigolo|True
Dick|True
Dogma|True
Double Platinum|True
Drop Dead Gorgeous|True
East Is East|True
EdTV|False
Election|True
eXistenZ|False
Eyes Wide Shut|True
Family guy|True
Fantasia 2000|False
Fight Club|False
Flawless|False
For Love of the Game|False
Galaxy Quest|False
Ghost Dog: The Way of the Samurai|False
Gigantics|False
Girl, Interrupted|True
Go!|True
The Green Mile|False
The Haunting|True
Holy Smoke|True
Human Traffic|True
The Hurricane|False
Introducing Dorothy Dandridge|True
The Iron Giant|False
Jawbreaker|True
Juha|False
Kikujiro|False
Los sin nombre|True
The Magical Legend of the Leprechauns|True
Magnolia|False
Man on the Moon|False
Mansfield Park|True
The Matrix|True
Memento Mori|True
Message in a Bottle|False
Muppets From Space|True
Mystery Men|False
Never Been Kissed|True
New Waterford Girl|True
The Ninth Gate|False
Not One Less (Yi ge dou bu neng shao)|True
Notting Hill|True
Office Space|False
The Other Sister|True
Payback|False
Pocket Monsters: Mewtwo Strikes Back!|False
Ravenous|False
Redball|True
Ring|True
Ring 2 (Ringu 2)|True
Screwed in Tallinn|True
She's All That|True
Shojo kakumei Utena: Adolescence mokushiroku|True
The Sixth Sense|True
Sleepy Hollow|True
Sonnenallee|False
South Park: Bigger Longer & Uncut|True
Splendor|True
Star Wars: Episode I - The Phantom Menace|True
Stigmata|True
Storm of the Century|True
The Straight Story|True
Stuart Little|False
Sweet and Lowdown|False
The Talented Mr. Ripley|True
Tarzan|False
Tea with Mussolini|True
Teaching Mrs. Tingle|True
Terror Firmer|True
Things You Can Tell Just by Looking at Her|True
The Thomas Crown Affair|False
Three to Tango|False
Titus|True
Todo sobre mi madre (All About My Mother)|True
Tomie|True
Tomie: Anaza Feisu|False
Topsy-Turvy|True
Toy Story 2|False
Trick|True
The Virgin Suicides|True
Virus|True
Why Not Me?|True
Wild Wild West|False
Wing Commander|False
Wives and Daughters|True
The World is Not Enough|False
2 seconds|True
54|False
A Bug's Life|True
A Perfect Murder|True
American History X|False
Antz|True
Apt Pupil|False
Armageddon|False
Barrio|True
BASEketball|False
Batman & Mr. Freeze: SubZero|False
Beloved|True
The Big Lebowski|False
Black Cat, White Cat|True
Blade|False
Bride of Chucky|False
Buffalo '66|False
Can't Hardly Wait|False
Celebrity|True
Central Station|True
City of Angels|True
Dancing at Lughnasa|True
Dark City|False
Dark Harbor|False
Deep Impact|True
The Dinner Game|False
Disturbing Behavior|False
The Dreamlife of Angels|True
Elizabeth|True
Enemy of the State|False
Ever After|True
The Faculty|True
Fear and Loathing in Las Vegas|False
Festen (The Celebration)|True
Following|False
Future Sport|False
Get Real|False
Gia|True
Glasblasarns barn|True
Great Expectations|False
Halloween H20: 20 Years Later|True
Halloweentown|True
Happiness|True
Hideous Kinky|True
High Art|True
Hope Floats|True
Hurlyburly|False
I Still Know What You Did Last Summer|True
The Idiots|True
Kirikou and the Sorceress|False
Kuch Kuch Hota Hai|True
The Last Days of Disco|True
Last Night|False
Lethal Weapon 4|False
Lick the Star|True
The Lion King 2: Simba's Pride|True
Little Voice|True
Lock, Stock and Two Smoking Barrels|False
Lost in Space|True
Love & Pop|True
Madeline|True
The Man in the Iron Mask|False
The Mask of Zorro|False
Meet Joe Black|False
Mercury Rising|False
Moby Dick|False
Mulan|True
My Name Is Joe|True
The Negotiator|False
The Opposite of Sex|True
Out of Sight|False
The Parent Trap|True
Patch Adams|True
Pecker|True
Perfect Blue|True
Phantoms|True
Pi|False
Pleasantville|True
Practical Magic|True
Primary Colors|True
The Prince of Egypt|True
Quest for Camelot|True
Rasen|False
The Red Violin|True
Ring (Ringu)|True
Ronin|False
Rounders|False
The Rugrats Movie|True
Run Lola Run|False
Rush Hour|True
Rushmore|True
Safe Men|False
Saving Private Ryan|False
Scooby-Doo on Zombie Island|True
The Secret of NIMH 2: Timmy to the Rescue|False
Shakespeare in Love|True
Show Me Love|True
Six Days Seven Nights|False
SLC Punk!|False
Sliding Doors|True
Slums of Beverly Hills|True
Small Soldiers|False
Smoke Signals|True
Snake Eyes|False
Species II|True
Sphere|False
Star Trek: Insurrection|True
Stepmom|True
The Storm Riders|False
Strike!|True
Tango|False
Thats 70s Show|False
There's Something About Mary|True
The Thin Red Line|False
Thursday|False
Tomorrow Night|False
Trance (The Eternal)|True
The Truman Show|False
Urban Legend|True
Vampires (John Carpenter's)|False
Velvet Goldmine|False
Vildspor|False
Wandâfuru raifu|True
The Waterboy|False
The Wedding Singer|True
What Dreams May Come|False
Wild Things|True
The X Files|True
Yeogo goedam|True
You've Got Mail|True
Your Friends and Neighbors|True
Zimmer Feri|False
A Life Less Ordinary|False
A Simple Wish|True
Actrius|True
Air Bud|False
Air Force One|False
Alien: Resurrection|True
An American Werewolf in Paris|False
Anastasia|True
As Good as It Gets|True
Austin Powers: International Man of Mystery|False
Ayneh|True
Batman & Robin|False
Boogie Nights|True
Career Girls|False
Carne trémula [Live Flesh]|False
The Castle|True
Cats Don't Dance|True
Chasing Amy|True
Chun gwong cha sit (Happy Together)|False
Clockwatchers|True
Clover|True
Con Air|False
Conspiracy Theory|False
Contact|True
Csinibaba|False
Cube|True
Cure|False
Dante's Peak|True
The Devil's Advocate|True
Donnie Brasco|False
